-0.00385725,-0.0089299,0.00294892,-0.00132697,0.063609,0.043013,-0.00385725,-0.0089299,0.00294892,-0.00132698,0.0636094,0.043013,1.55681e+09,10
-0.00384891,-0.00891479,0.00296568,-0.00402256,0.0656691,0.0446632,-0.00385725,-0.0089299,0.00294892,-0.00132697,0.063609,0.043013,0.0786299,10
-0.00384891,-0.00891479,0.0029642,-0.00319874,0.063609,0.0439766,-0.00384891,-0.00891479,0.00296568,-0.00402256,0.0656691,0.0446632,0.00422895,10
-0.00384891,-0.00891082,0.0029642,-0.00319874,0.0631476,0.0439766,-0.00384218,-0.00888354,0.0029642,-0.00319874,0.0631476,0.0439766,0.00511195,10
-0.00384218,-0.00888864,0.0029642,-0.00319874,0.0623674,0.0439766,-0.00385892,-0.00891082,0.00292853,-0.0028051,0.0616246,0.0427198,0.00487773,10
-0.00381554,-0.00888864,0.00297647,-0.0028051,0.0616246,0.0432086,-0.00380927,-0.00888864,0.00299636,-0.00433998,0.0623674,0.0445385,0.00514958,10
-0.00380927,-0.00887884,0.00299636,-0.00403914,0.0613176,0.0436608,-0.00381554,-0.00887795,0.00297647,-0.00243712,0.0613176,0.0432086,0.00567583,10
-0.00381554,-0.00887884,0.00297647,-0.00243712,0.0613176,0.0436608,-0.00377924,-0.00887884,0.00301705,-0.00403914,0.0607671,0.0436608,0.00407666,10
-0.00378315,-0.0088845,0.00299599,-0.0034101,0.0607671,0.0440418,-0.00390569,-0.0088845,0.00286354,-0.00153596,0.0674595,0.0440418,0.0050795,10
-0.00384655,-0.00890557,0.00291104,-0.00191643,0.0630563,0.0440418,-0.00378315,-0.00891479,0.00299599,-0.0034101,0.0607602,0.0441109,0.00520773,10
-0.00384655,-0.00890557,0.00291104,-0.00191643,0.0607602,0.0427588,-0.00384655,-0.00890557,0.00291104,-0.00191643,0.0630563,0.0427588,0.00483225,10
-0.00384655,-0.00888817,0.00291104,-0.00191643,0.0630563,0.0427588,-0.00387842,-0.0088639,0.00287122,0.00107799,0.0605784,0.0419476,0.00509893,10
-0.00384427,-0.00888817,0.00292025,-0.00105501,0.0605784,0.042569,-0.00384427,-0.00888817,0.00292025,-0.00350836,0.0684678,0.0456483,0.00490207,10
-0.00381753,-0.00888817,0.00295173,-0.00105501,0.0599672,0.042569,-0.00381753,-0.00889951,0.00300126,-0.00105501,0.0599672,0.042569,0.00521334,10
-0.00381753,-0.00885056,0.00295173,-0.00105501,0.0599672,0.042569,-0.00381003,-0.00882951,0.00295173,-0.000276094,0.0591318,0.0420287,0.00468001,10
-0.00383708,-0.00885056,0.00295173,-0.00260974,0.0617608,0.0426319,-0.00383708,-0.00885056,0.0029422,-0.00270018,0.0617608,0.0432126,0.00510098,10
-0.00383708,-0.00886085,0.00295196,-0.00260974,0.0617608,0.0432126,-0.00389619,-0.00886085,0.00295196,-0.00260974,0.0639862,0.0426319,0.00503753,10
-0.00382284,-0.00888484,0.00295581,-0.00260974,0.0604933,0.0438911,-0.00377721,-0.00888484,0.00295581,-0.00255593,0.0602475,0.0440364,0.00497844,10
-0.00382284,-0.00890148,0.00296314,-0.00255593,0.0604933,0.0438911,-0.00382284,-0.00890148,0.00296314,-0.00328093,0.0604933,0.0438911,0.00504535,10
-0.00382558,-0.00890148,0.00296314,-0.00328093,0.0626391,0.0438911,-0.00382558,-0.00890614,0.00300691,-0.00170752,0.0626391,0.04294,0.00477503,10
-0.00385741,-0.00887636,0.00291092,-0.00181411,0.0626391,0.04294,-0.0038733,-0.00885154,0.00282671,-0.0039526,0.0679384,0.0458859,0.00492815,10
-0.00385741,-0.00887636,0.00291092,-0.00188178,0.0622762,0.0430123,-0.00385741,-0.00887636,0.00291092,-0.00181411,0.0622691,0.0424202,0.00527151,10
-0.00384877,-0.00887636,0.00291092,-0.00188178,0.0622762,0.0430123,-0.00384877,-0.00889861,0.00291862,-0.00188178,0.0622762,0.0430123,0.00662365,10
-0.0038365,-0.00882925,0.0028457,-0.00316347,0.0679595,0.045876,-0.0038365,-0.00879914,0.00280182,-0.0037915,0.0681193,0.045876,0.00330838,10
-0.00382594,-0.00882925,0.0028457,-0.0037915,0.0679595,0.045876,-0.00382594,-0.00882925,0.0028457,-0.00316347,0.0679595,0.0458802,0.00498578,10
-0.00382594,-0.00888639,0.00285763,-0.00442206,0.0637762,0.0458802,-0.00376396,-0.00888639,0.00293986,-0.00442206,0.0626979,0.0452618,0.00560123,10
-0.0038156,-0.00888639,0.00293986,-0.00486327,0.0626979,0.0452618,-0.00396493,-0.00888707,0.00285763,-0.00646448,0.0637762,0.0461436,0.00460354,10
-0.00382354,-0.00888707,0.00295291,-0.00576182,0.0618222,0.0445972,-0.0038156,-0.00886898,0.00295479,-0.00486327,0.0618222,0.0445972,0.00508704,10
-0.00382354,-0.00886898,0.00295291,-0.00486327,0.0618222,0.0441248,-0.00382354,-0.00889214,0.00295291,-0.00576182,0.0591815,0.0441248,0.00485066,10
-0.00387172,-0.00885506,0.00285983,-0.00556818,0.0644023,0.0441248,-0.0040203,-0.00884125,0.00273971,-0.00162066,0.0707108,0.044002,0.00477083,10
-0.00387172,-0.00885506,0.00285983,-0.00221643,0.0644023,0.044002,-0.00387172,-0.00885506,0.00285983,-0.00556818,0.0644023,0.0445435,0.00510376,10
-0.00387172,-0.00885506,0.00285983,-0.00221643,0.0642829,0.0435541,-0.003759,-0.00891213,0.00290454,-0.00221643,0.0588419,0.0435541,0.00500938,10
-0.00384107,-0.00887436,0.00279891,-0.00171412,0.0597325,0.043434,-0.00389166,-0.00877354,0.00267583,-0.00171412,0.0642829,0.043434,0.00498363,10
-0.00384856,-0.00886249,0.00279891,-0.00171412,0.0597325,0.0431115,-0.00384107,-0.00887436,0.00279891,-0.00167539,0.0597325,0.0416562,0.00498473,10
-0.00384107,-0.00887436,0.00284379,-0.00167539,0.0591406,0.0425304,-0.00384856,-0.00886249,0.00284379,-0.00295213,0.0588618,0.0431115,0.00512545,10
-0.00374069,-0.00888838,0.00293138,-0.00198211,0.0588618,0.0425304,-0.00374069,-0.00888838,0.00293138,-0.000851099,0.0591406,0.0425304,0.00652478,10
-0.00374069,-0.00891361,0.00299485,-0.00198211,0.0591406,0.0425304,-0.00373948,-0.00891361,0.00299485,-0.00198211,0.0578316,0.0424755,0.00335334,10
-0.00376828,-0.00891361,0.00307514,-0.00359504,0.0607224,0.0436105,-0.00376828,-0.00892834,0.00307514,-0.00384101,0.0607224,0.0436105,0.00534466,10
-0.00378684,-0.00892115,0.00307571,-0.00359504,0.0627947,0.0436105,-0.00378684,-0.00890288,0.00307597,-0.00359504,0.0632623,0.0442632,0.00549708,10
